Red,Green,Blue
42,50,37
36,47,33
23,35,23
39,52,42
43,50,42
41,36,33
52,33,35
45,34,38
37,33,32
47,44,39
60,51,44
56,49,39
49,55,41
47,59,47
49,43,43
60,34,47
60,37,53
46,46,56
44,52,55
62,50,54
74,48,49
66,60,46
54,77,49
67,73,59
75,73,61
90,77,69
89,74,69
71,62,55
72,74,63
92,95,86
95,95,87
107,96,92
112,94,92
115,104,102
109,110,104
105,115,106
114,124,115
124,123,118
131,121,119
115,129,116
124,130,120
124,121,114
122,113,108
123,114,107
119,110,103
112,103,96
110,103,95
91,91,83
77,84,76
74,86,76
61,66,60
61,55,55
70,53,59
61,40,47
62,41,50
60,60,62
54,54,46
51,49,36
39,31,29
58,47,55
65,59,59
46,49,38
28,40,30
27,41,41
26,36,38
37,40,33
56,50,36
66,51,44
68,53,50
69,59,47
71,67,38
114,78,30
153,91,50
189,105,69
197,111,76
177,107,71
149,90,60
127,71,54
111,68,59
73,60,52
38,54,44
38,61,53
24,34,33
26,20,24
55,42,51
50,40,48
30,29,34
32,15,25
34,30,27
33,38,34
50,43,59
57,41,68
42,31,45
35,38,27
40,47,31
36,35,33
41,38,45
29,38,37
27,39,35
35,35,45
37,28,45
35,35,37
24,42,20
38,36,21
47,37,35
48,35,44
39,36,43
24,33,32
25,29,32
40,28,40
39,16,32
37,22,29
35,37,34
28,43,38
22,38,38
27,34,40
39,38,46
46,38,49
44,36,47
54,51,42
50,50,58
43,49,75
46,51,91
68,77,132
84,103,179
90,131,213
116,176,238
166,228,253
212,255,255
235,255,255
237,255,255
224,255,255
187,234,250
138,181,236
99,136,225
85,90,181
64,76,152
55,68,123
49,55,91
41,36,58
44,30,45
51,38,48
48,38,46
52,42,50
49,34,39
51,35,36
49,38,34
46,43,34
42,44,33
39,36,29
43,34,29
56,35,34
55,40,35
45,36,37
40,33,49
47,37,61
35,23,33
42,33,24
49,45,34
35,35,35
40,43,52
36,35,40
38,32,32
47,36,42
45,35,43
40,39,34
35,43,22
50,39,55
28,25,32
26,31,27
40,50,41
26,33,26
10,12,11
29,23,23
37,30,24
30,26,14
29,31,18
35,46,40
25,40,47
12,24,36
24,31,37
39,39,29
41,36,14
49,44,48
40,47,40
36,47,33
36,36,26
32,22,20
41,32,37
29,27,32
44,38,40
46,30,30
41,23,19
42,35,29
38,40,39
32,31,36
25,24,29
33,42,37
22,43,28
28,35,27
37,47,39
39,48,43
39,43,42
32,32,34
44,38,42
43,34,39
32,26,28
40,38,39
33,33,31
38,38,36
39,35,36
42,36,40
47,37,45
38,31,38
39,36,43
36,43,36
42,42,42
45,40,46
38,32,36
39,31,29
52,41,39
61,42,46
58,36,48
57,40,50
35,23,25
34,22,22
52,43,44
42,40,45
35,40,44
26,34,36
20,29,26
52,41,58
47,39,52
55,48,56
51,45,49
39,30,35
42,32,40
48,43,50
39,38,46
21,21,29
36,33,40
49,38,44
51,32,36
54,32,34
58,43,40
49,44,38
36,39,30
30,34,33
33,37,36
46,52,48
54,65,59
33,38,32
47,33,32
69,43,46
58,43,40
49,50,42
44,44,36
59,45,42
51,40,38
39,46,38
32,49,39
48,44,41
68,37,43
60,40,49
44,43,41
32,38,28
51,44,34
73,61,49
54,56,42
29,43,28
41,41,39
57,30,45
70,42,64
56,52,66
37,44,50
53,42,46
84,60,58
77,71,55
43,68,36
60,60,48
71,67,56
80,71,64
80,71,64
81,72,65
80,75,69
88,83,77
100,93,87
101,91,89
100,89,87
107,99,96
107,104,99
108,109,103
118,119,113
120,120,112
123,120,113
119,125,115
122,128,118
120,126,116
121,121,113
126,117,112
119,108,104
107,100,94
97,98,90
86,91,84
77,82,75
77,78,72
61,62,57
56,55,51
62,56,56
59,43,46
63,40,46
52,51,47
65,56,57
74,59,64
64,50,50
62,51,47
56,42,42
53,41,45
44,44,44
38,49,41
40,50,42
53,45,43
65,38,43
69,39,39
66,44,33
72,56,41
85,71,58
126,79,33
154,96,56
180,107,75
178,102,76
157,90,64
130,74,51
109,61,41
98,58,46
64,50,39
16,38,26
3,43,35
11,35,39
31,18,35
62,31,49
56,43,52
24,39,34
33,20,29
34,32,33
24,30,28
36,36,46
50,41,60
34,27,35
24,25,19
34,37,28
39,39,39
35,36,40
23,32,29
29,38,35
39,38,44
40,34,44
38,40,39
28,42,27
37,42,20
42,26,27
48,23,42
46,43,54
29,49,47
27,41,41
48,34,49
51,24,41
35,20,25
27,30,23
24,29,25
29,26,33
33,30,41
30,33,40
38,41,46
56,57,62
37,50,30
40,49,44
55,57,72
62,61,92
66,68,117
75,92,162
86,121,205
99,148,225
140,192,249
176,226,255
194,246,255
193,254,255
176,244,255
145,204,246
118,154,230
104,116,224
88,88,176
54,64,136
46,62,113
52,58,90
57,48,67
44,26,38
51,38,45
54,52,55
37,32,38
47,34,41
64,44,46
57,43,40
45,47,36
46,52,38
46,43,34
46,33,27
64,38,47
54,36,36
48,40,37
43,38,42
41,35,47
39,29,40
54,44,45
50,45,41
39,40,35
41,43,40
33,32,30
38,29,32
49,33,44
44,31,41
36,32,29
31,36,16
32,23,40
27,24,33
28,29,31
39,46,39
33,39,29
28,28,20
43,36,28
37,28,19
40,33,25
35,35,33
35,42,48
17,29,43
7,21,32
20,30,32
28,31,20
34,36,14
37,35,40
29,34,30
37,43,33
40,36,27
34,20,20
36,25,31
27,26,31
39,41,40
41,40,35
35,35,25
28,38,27
29,42,35
35,39,42
33,27,31
43,38,35
41,43,32
31,44,34
29,47,35
20,41,32
23,42,36
35,41,41
56,50,54
51,38,45
33,27,29
30,32,29
26,36,28
44,49,43
43,37,37
45,30,33
56,41,48
47,36,44
48,43,50
44,39,35
37,46,43
36,46,48
47,41,45
57,35,37
60,45,42
55,50,47
42,31,37
56,30,43
66,41,47
44,39,33
36,43,36
45,44,49
51,41,52
31,32,36
21,43,31
44,30,53
40,34,48
37,37,39
45,40,37
52,41,39
47,36,40
41,36,43
41,40,54
36,35,49
48,45,56
52,46,50
58,44,43
62,41,38
60,41,37
45,40,36
24,30,26
48,42,42
41,37,36
36,36,34
42,47,41
41,40,36
61,47,47
67,42,46
53,31,33
64,50,49
26,15,13
34,18,18
44,32,32
31,32,27
34,41,34
46,41,38
46,21,25
50,33,41
50,41,42
38,39,33
45,45,35
62,60,47
51,52,38
41,42,34
56,56,54
60,50,58
55,38,54
57,40,56
61,49,61
56,52,53
54,55,47
58,62,45
56,66,41
73,66,56
77,73,62
76,72,63
74,70,61
84,77,71
86,75,71
87,73,70
101,90,88
102,92,90
97,89,86
104,96,93
106,98,95
109,102,96
116,111,105
113,113,105
113,114,106
123,120,113
117,123,113
113,125,113
117,122,115
124,116,113
118,107,105
103,100,95
88,98,89
82,94,84
73,76,69
73,68,64
67,64,59
60,63,56
58,59,53
59,49,47
73,51,53
52,52,44
51,40,48
53,35,47
55,41,41
58,48,38
50,32,30
55,31,44
48,37,45
46,52,42
56,62,50
68,53,58
75,38,56
75,38,45
71,47,35
76,56,45
90,68,70
135,80,41
143,95,59
146,99,69
145,87,67
139,71,58
118,60,46
91,56,36
74,56,34
64,55,40
30,37,30
21,45,47
36,58,69
38,39,57
45,28,46
50,39,47
35,40,34
53,43,51
39,38,44
19,24,28
27,33,31
42,42,40
35,31,32
30,25,32
33,32,38
35,39,40
31,37,33
26,32,30
34,36,35
41,37,34
41,38,33
39,41,38
26,36,37
38,47,20
47,35,37
50,26,48
48,37,54
37,47,48
30,42,42
39,35,49
46,29,45
59,49,50
43,39,30
33,25,23
45,29,40
54,40,55
37,34,41
24,34,33
34,53,51
37,40,21
42,45,34
59,63,64
62,67,86
52,61,100
62,78,140
81,106,188
87,121,211
110,152,238
133,185,255
143,206,255
140,211,255
127,196,255
107,160,238
94,124,222
87,98,213
74,73,151
52,57,121
44,55,100
48,52,77
52,46,58
47,35,39
51,40,44
51,46,50
46,41,45
41,30,36
35,23,25
50,40,38
40,40,32
24,27,16
44,41,32
56,47,40
63,34,56
47,27,36
47,40,32
45,45,33
43,42,38
46,39,46
56,46,55
38,31,38
34,35,30
33,36,25
27,24,15
36,26,24
53,36,44
51,35,45
42,36,36
37,39,28
29,27,32
37,34,41
32,30,41
35,34,40
37,36,32
38,35,20
50,43,24
54,46,33
43,38,35
37,35,46
29,32,47
13,23,35
20,31,35
29,40,36
23,33,24
35,41,29
26,23,30
16,20,19
34,37,30
41,34,28
47,31,34
41,30,38
27,30,35
28,38,37
17,27,18
27,41,26
15,38,22
2,25,15
21,27,27
32,19,26
42,26,26
41,28,22
38,46,35
33,45,35
21,36,29
29,40,36
40,38,41
55,39,49
49,28,37
40,23,29
31,25,25
27,26,21
46,43,38
45,31,30
45,23,26
60,34,43
56,36,45
61,45,55
59,45,42
31,42,38
23,39,39
44,38,42
52,26,27
38,23,16
32,37,30
38,38,40
49,23,34
67,38,43
38,38,28
17,33,22
29,30,34
48,32,45
34,29,33
18,42,28
47,28,47
33,32,38
20,29,24
33,30,21
59,41,37
66,52,52
50,51,55
38,42,53
35,33,47
44,38,50
44,43,48
52,47,44
61,41,40
60,34,35
50,42,40
33,48,41
53,45,42
43,42,38
30,32,27
33,35,30
39,41,36
48,53,47
46,45,43
56,41,44
50,27,33
31,16,19
32,34,31
37,48,42
36,37,32
48,38,37
51,46,43
44,49,43
45,35,43
44,29,36
46,36,37
33,40,32
24,38,23
51,51,41
68,54,51
40,36,33
41,53,49
41,42,46
66,39,54
77,46,61
48,48,48
24,52,38
41,59,45
72,63,54
83,76,68
73,66,58
80,76,67
80,76,67
73,64,59
83,72,68
98,84,83
109,95,94
106,95,93
99,89,87
104,94,92
105,95,93
107,98,93
113,106,100
111,108,101
111,111,103
122,117,111
112,115,106
102,114,102
104,111,103
111,108,103
111,106,103
103,104,99
90,101,93
78,89,81
72,73,68
72,64,61
67,62,58
60,63,54
56,59,50
57,53,44
71,53,49
44,49,45
39,37,38
43,39,38
51,52,47
60,61,55
54,44,42
57,38,40
44,34,35
31,37,35
28,37,34
36,27,32
50,24,35
65,35,45
65,44,49
67,51,52
79,60,62
120,62,38
110,75,47
102,78,52
108,66,52
118,57,52
107,54,46
74,56,36
54,58,33
46,42,30
54,38,41
59,48,62
45,57,71
16,38,49
17,30,38
45,40,44
47,33,33
46,41,47
34,32,45
25,30,36
33,45,33
36,45,26
35,31,28
40,29,46
38,31,49
27,31,34
30,42,32
37,42,38
42,38,39
36,29,21
32,30,15
36,37,32
27,29,42
29,33,6
54,52,53
46,36,60
32,17,40
35,23,33
35,34,40
30,34,46
29,27,38
46,34,34
59,45,36
55,41,38
47,34,44
54,36,52
47,36,44
27,38,34
16,48,37
56,35,30
56,47,38
39,46,39
28,47,53
38,62,86
53,74,121
69,86,156
83,103,192
89,121,222
100,149,251
103,163,255
101,160,252
97,146,241
88,122,222
75,102,205
60,83,185
59,62,129
69,72,127
65,68,103
56,55,71
45,43,46
56,53,48
57,52,48
52,43,44
47,41,45
52,45,52
45,40,44
44,43,41
43,40,35
40,37,30
46,43,36
39,36,31
57,29,54
51,33,45
42,38,29
29,34,12
42,45,28
43,39,38
40,32,45
38,32,42
36,36,34
38,42,27
35,33,20
44,33,29
56,40,41
52,37,42
48,39,42
43,43,43
33,36,29
31,31,33
31,25,39
40,29,45
49,36,43
43,33,23
37,29,10
44,38,24
40,36,35
36,33,44
28,27,43
22,26,37
33,41,43
36,47,43
29,41,37
34,46,44
35,32,43
18,22,25
27,32,26
30,25,22
48,33,38
39,32,40
24,29,35
20,32,30
20,30,22
32,44,30
21,44,28
10,31,22
25,31,31
30,19,25
42,28,27
45,36,29
43,43,35
42,41,36
32,31,29
38,29,32
38,21,29
43,19,32
46,20,31
56,33,41
54,35,37
39,25,24
51,37,34
58,40,38
53,31,34
54,29,35
51,25,36
54,30,43
58,47,41
36,38,35
23,31,34
30,24,26
38,20,16
35,27,16
31,37,27
38,38,40
55,40,47
52,36,36
39,41,28
33,45,33
30,30,32
47,35,47
41,36,40
17,31,18
56,41,48
29,31,28
26,36,27
39,39,29
45,30,25
47,36,32
46,46,44
36,41,44
39,42,49
35,35,43
34,35,40
40,35,39
52,33,37
54,32,35
42,37,34
30,48,36
44,35,30
50,50,42
44,49,42
38,45,38
30,41,33
24,44,35
17,34,28
44,42,43
65,46,52
56,45,49
26,41,36
16,39,29
36,41,37
53,43,44
30,31,26
15,37,25
48,43,50
48,31,41
47,32,39
29,35,33
13,33,22
35,40,33
52,38,37
28,25,20
28,44,34
43,50,43
67,46,51
68,38,48
46,47,49
36,67,59
52,75,69
70,64,68
69,66,57
63,59,50
76,67,60
78,67,63
81,70,66
89,79,77
90,80,78
100,89,87
105,89,89
99,83,83
103,89,88
102,93,88
101,96,90
107,104,97
111,107,98
116,109,101
119,115,106
109,110,102
101,109,98
96,103,95
92,97,91
92,97,93
87,93,89
74,83,78
76,82,78
76,77,72
71,68,63
62,59,52
56,56,46
55,57,44
56,54,41
55,49,37
28,36,39
18,28,19
30,44,27
36,53,43
36,48,48
28,27,25
43,33,24
56,49,43
32,37,43
21,31,40
27,28,32
46,36,37
58,40,52
55,40,61
61,49,63
76,64,66
99,51,41
86,58,44
76,61,42
81,58,44
93,55,46
83,50,41
59,47,33
44,46,32
48,38,36
64,34,46
64,37,54
43,43,55
17,42,46
21,50,48
48,54,54
58,39,43
33,32,37
34,33,41
37,40,45
37,50,40
23,36,19
21,17,14
39,22,38
41,30,46
22,28,28
24,37,28
36,36,34
44,32,34
37,26,20
36,32,20
40,41,36
31,28,39
31,31,3
39,45,43
24,26,49
23,9,34
43,19,33
45,29,40
32,31,45
29,29,41
41,30,28
61,43,33
56,43,37
38,31,38
38,27,41
42,32,40
31,37,33
18,44,33
65,35,45
57,39,39
35,36,31
24,44,45
31,58,75
45,70,101
66,82,131
72,86,157
70,95,187
75,117,217
77,126,221
81,122,214
85,109,205
84,98,195
74,92,176
49,78,148
57,60,113
61,60,104
54,50,77
53,50,57
42,43,37
46,48,35
41,38,29
42,33,34
44,34,42
54,51,58
64,65,69
43,44,46
49,45,44
65,59,59
42,38,35
27,27,25
47,23,39
45,29,42
49,47,48
41,48,32
42,50,29
38,39,31
32,30,35
24,23,28
36,39,30
46,50,35
45,42,33
48,37,35
51,35,35
43,29,26
40,31,34
38,37,45
25,33,22
27,27,25
40,30,38
37,19,33
45,25,37
59,40,46
40,29,25
25,21,12
32,32,24
31,30,28
30,28,33
32,31,39
27,30,39
24,33,38
26,42,42
18,38,36
33,29,43
22,27,31
21,32,28
25,25,23
39,33,37
37,34,43
19,26,32
27,32,35
32,33,28
30,30,22
25,35,26
21,33,29
22,26,29
20,15,19
30,29,24
27,35,22
38,41,32
40,37,32
34,22,24
41,22,28
41,19,31
43,23,34
42,25,33
56,39,45
59,40,42
45,30,27
49,38,32
55,48,42
44,39,35
40,30,31
45,28,34
47,26,35
39,37,25
47,37,38
52,40,50
39,33,35
40,42,29
52,53,37
44,39,33
35,30,34
37,38,40
35,41,31
46,47,33
49,45,36
22,20,23
24,27,34
34,34,34
32,27,21
36,36,24
43,40,31
33,33,25
34,35,27
41,42,34
27,20,14
22,13,8
44,45,39
47,62,57
33,49,49
40,40,50
48,30,46
53,32,47
51,42,45
34,37,30
30,41,27
60,39,36
56,42,39
43,43,35
35,42,34
33,46,39
37,52,47
25,34,31
29,29,31
42,36,40
42,36,40
35,36,38
33,39,37
33,38,34
45,45,43
42,44,39
54,59,53
38,26,38
51,41,52
52,47,54
46,47,51
36,45,44
24,35,29
30,37,29
55,58,49
51,51,41
49,46,37
49,44,38
54,50,47
55,56,58
48,55,61
47,60,68
54,71,79
57,63,51
65,61,52
76,61,58
76,56,55
87,73,70
84,79,75
65,62,57
77,67,65
100,80,81
99,73,76
102,82,83
97,90,84
92,93,85
99,101,90
108,101,93
118,103,98
106,106,96
105,105,97
103,103,95
90,95,88
75,88,79
72,87,80
70,81,77
60,64,63
73,73,71
72,72,70
63,66,59
58,58,50
56,52,43
55,51,39
51,52,36
45,49,32
57,57,59
24,34,26
23,41,27
21,43,30
26,39,32
32,28,25
48,33,30
65,49,50
34,29,36
30,32,44
41,41,51
55,45,56
55,38,57
52,32,59
53,33,58
55,36,55
77,47,49
79,49,49
74,54,45
66,59,41
57,59,37
53,47,31
54,36,32
61,36,40
56,33,43
49,27,40
44,26,38
37,30,37
29,37,39
26,42,39
25,37,35
24,28,31
37,38,40
43,43,45
38,42,43
30,42,40
21,33,33
23,18,22
42,23,29
45,33,35
30,36,34
21,33,29
29,28,26
47,28,32
45,29,32
44,38,38
48,47,43
38,33,29
43,48,18
28,34,34
17,21,46
33,28,51
45,27,41
41,17,31
43,21,42
41,27,44
69,58,56
56,44,28
40,30,21
34,29,35
36,39,46
36,42,42
30,32,27
24,23,19
51,33,55
49,31,43
50,38,42
52,52,62
36,52,68
36,62,79
59,81,104
58,72,117
55,74,143
60,88,171
59,97,172
66,96,166
72,86,159
78,81,152
75,80,135
58,71,105
65,66,110
51,50,84
43,40,57
53,52,50
56,57,43
46,47,29
39,37,25
46,41,38
55,50,56
40,39,47
41,44,51
40,41,46
51,49,52
48,44,45
26,24,25
48,48,48
70,50,49
45,32,42
45,43,56
31,37,37
21,29,14
31,35,21
46,47,41
43,46,37
29,36,18
39,46,30
40,36,33
44,31,38
51,35,35
46,33,25
41,33,31
34,32,43
37,47,39
21,22,17
41,31,30
44,23,30
39,12,29
50,27,47
48,34,47
55,50,47
36,37,23
36,37,21
43,40,33
44,38,48
20,17,36
14,20,36
25,43,47
8,33,27
28,24,39
30,37,43
31,46,41
36,42,38
36,36,38
31,34,41
7,14,22
23,24,29
46,36,37
40,26,23
36,33,28
22,26,25
15,16,20
23,23,25
33,43,34
4,27,9
28,40,28
31,34,27
30,18,20
44,25,31
54,37,47
52,42,50
35,30,34
35,29,29
40,30,28
37,26,22
34,31,22
30,38,25
18,31,21
25,35,27
48,46,47
54,41,48
30,36,22
52,33,37
66,38,52
35,31,32
20,37,19
35,42,24
42,27,22
49,38,42
34,49,46
35,56,41
41,39,24
43,25,21
28,23,27
30,44,47
41,45,44
57,39,35
25,37,13
41,33,20
47,34,28
41,46,39
38,54,43
45,42,35
53,32,27
49,42,32
29,56,41
20,51,45
50,48,61
60,27,54
51,29,50
42,47,50
30,42,30
41,43,29
75,39,41
61,31,31
45,31,28
28,33,26
27,38,32
58,58,58
60,51,56
50,45,49
46,47,51
24,17,24
45,24,33
69,48,55
38,38,38
33,46,39
47,48,43
64,42,45
47,29,45
41,39,50
42,46,55
50,47,56
53,48,55
40,52,48
28,54,41
40,51,37
65,48,40
71,54,46
47,60,43
32,54,41
42,42,44
48,31,47
34,37,54
19,57,66
51,62,48
55,51,42
82,61,60
83,57,58
72,56,56
73,72,67
68,71,64
78,70,67
97,72,75
98,66,71
101,76,79
93,86,80
85,91,81
90,96,84
103,94,87
116,95,92
91,94,83
95,92,83
98,91,85
80,83,76
60,77,67
62,85,75
69,84,79
68,68,68
69,65,66
59,61,58
50,57,49
57,58,50
60,51,42
53,43,33
48,49,31
43,57,34
51,42,37
36,36,36
46,58,58
34,52,40
39,48,31
51,40,36
43,15,27
28,0,14
56,37,43
52,43,48
50,41,60
44,28,57
47,22,51
63,34,56
69,36,63
54,22,59
49,29,40
63,30,39
66,36,34
46,49,28
23,54,22
23,38,17
51,25,28
80,28,50
50,12,33
41,31,42
43,44,48
46,37,38
50,35,38
41,37,38
15,29,29
1,30,26
31,35,34
39,40,34
24,26,21
15,28,34
27,39,53
37,32,39
46,27,23
47,34,25
38,45,38
24,38,38
37,33,32
54,34,36
48,28,39
43,33,44
51,47,44
48,43,24
30,39,8
24,25,27
31,32,60
44,46,69
33,25,36
36,8,23
62,21,51
63,34,56
50,43,37
43,40,21
47,38,29
49,44,50
35,50,53
29,52,46
42,45,38
58,33,36
33,34,62
53,40,57
56,32,45
59,40,59
53,54,74
35,58,66
40,68,72
51,69,93
50,63,116
52,73,138
49,81,138
51,83,130
56,72,121
64,65,113
73,66,97
66,61,68
52,51,91
49,49,77
51,49,62
46,45,40
55,54,36
48,47,27
49,47,34
51,48,43
43,41,46
52,51,59
45,45,55
47,47,55
58,59,63
47,46,51
35,33,36
42,40,43
54,38,23
45,34,42
44,42,63
32,38,50
41,51,43
41,48,32
35,39,24
36,41,21
40,48,24
44,51,35
37,35,38
42,28,41
55,39,40
53,40,31
38,33,29
23,21,32
63,47,34
52,23,15
62,29,24
47,37,27
24,41,23
17,44,25
16,40,24
26,46,34
33,51,39
33,38,32
35,21,21
51,26,30
47,28,30
27,11,12
57,22,29
66,8,23
30,42,18
30,38,17
35,31,20
52,38,38
50,44,48
35,46,50
21,39,41
17,20,27
44,28,38
55,40,43
34,41,33
18,39,22
26,39,22
40,40,28
41,41,29
21,32,16
32,24,47
39,40,42
34,45,28
37,45,34
60,44,57
70,30,57
59,19,30
37,28,11
27,41,16
40,49,44
39,28,44
30,25,32
34,53,34
30,52,29
60,39,44
86,18,57
40,44,29
55,52,45
45,32,39
52,36,47
60,49,57
35,31,30
25,24,20
41,35,39
53,39,54
46,27,47
48,31,47
35,26,29
34,34,26
46,43,34
56,46,45
51,36,43
21,33,33
37,32,29
52,34,30
45,37,24
21,29,6
34,46,22
51,54,35
53,50,43
42,41,46
45,43,57
51,42,61
47,38,57
35,42,52
35,49,50
44,49,45
49,38,34
25,38,44
38,49,53
45,48,55
39,29,38
41,24,34
54,39,46
55,51,52
55,55,53
55,46,47
58,37,42
40,18,21
25,15,14
42,47,41
53,55,50
49,33,36
65,29,39
27,40,30
55,50,44
57,33,29
47,27,20
48,52,35
38,72,47
22,64,40
22,44,32
48,35,42
67,33,50
72,44,59
41,40,45
19,42,34
29,51,38
42,44,31
56,39,31
68,55,64
42,50,52
47,63,62
66,61,67
77,53,66
68,55,64
52,60,62
66,70,73
88,71,81
88,68,80
67,72,76
70,92,90
66,77,79
89,84,91
77,85,88
64,95,90
95,85,94
80,87,103
60,72,98
71,59,95
102,67,97
98,65,72
68,59,44
60,65,45
62,63,57
62,59,66
38,45,53
40,58,58
43,56,49
45,47,42
46,45,43
44,45,47
47,59,11
47,59,39
26,38,50
32,43,65
39,46,56
35,36,31
35,34,29
21,21,29
25,33,46
36,47,51
30,41,27
24,26,4
59,50,35
55,39,40
43,29,44
62,50,72
53,35,49
38,35,20
47,56,25
44,47,36
38,25,45
41,26,49
50,51,45
27,51,19
19,48,18
6,22,12
30,26,27
49,36,30
49,41,28
25,27,16
18,28,29
27,40,49
42,31,9
41,31,21
29,23,27
27,29,41
28,38,48
21,28,34
34,21,28
53,22,37
41,25,36
10,35,29
12,57,34
40,56,30
65,23,9
73,12,7
51,34,24
10,52,32
24,60,34
38,40,35
55,31,45
44,27,43
30,33,42
33,34,38
38,21,31
55,23,46
50,24,53
39,23,52
39,25,48
36,28,39
23,29,25
25,45,36
38,57,53
32,41,46
42,40,25
39,46,38
22,41,37
34,57,51
39,54,47
57,57,55
58,42,53
69,50,72
81,67,90
54,52,66
63,67,78
66,69,88
48,47,81
65,59,103
53,48,89
37,33,68
56,53,60
50,46,47
42,39,34
52,49,42
42,38,37
39,36,43
43,40,47
42,43,38
37,40,21
58,62,35
69,69,45
63,57,45
67,55,55
69,50,56
57,35,38
61,37,37
17,31,57
18,25,44
27,21,33
50,33,39
65,45,46
48,32,33
32,26,28
38,43,47
32,43,45
30,40,41
36,38,35
38,33,27
56,43,37
54,36,34
53,33,35
47,28,34
46,31,26
63,39,39
56,30,31
52,41,39
44,49,43
21,34,25
21,30,25
28,34,32
28,32,33
40,35,39
38,23,30
47,27,36
50,39,45
43,37,41
56,39,47
63,33,45
33,54,37
50,50,40
58,40,38
49,37,37
31,37,33
31,46,41
22,28,26
32,28,29
40,34,36
47,46,44
33,35,30
28,33,26
39,47,36
39,50,36
38,44,32
37,39,28
34,38,41
38,36,41
34,29,35
29,30,32
36,38,35
45,33,33
48,26,29
46,30,31
29,32,25
38,45,37
46,45,40
33,28,25
29,34,30
24,30,28
37,25,29
58,20,33
44,41,36
43,35,32
37,26,24
37,27,26
31,29,30
24,29,32
23,34,36
26,34,37
27,28,32
33,28,32
44,39,43
30,30,32
30,30,30
38,34,33
41,30,28
30,10,9
32,37,33
42,40,28
42,36,20
48,45,38
20,26,24
27,34,27
44,44,32
41,34,28
39,32,40
26,29,38
20,30,29
27,32,28
33,26,34
31,20,37
28,26,37
30,41,37
27,48,49
38,47,52
40,33,41
34,21,30
44,33,39
37,32,36
23,19,20
46,36,37
58,42,43
46,27,29
50,38,38
49,45,42
40,39,35
50,42,40
59,40,42
58,31,36
27,28,20
46,38,35
56,42,42
50,39,43
34,38,39
22,41,39
28,48,47
40,50,52
60,53,61
60,40,51
61,44,54
54,49,53
45,54,53
45,54,53
48,48,50
62,52,60
45,50,46
47,53,49
43,48,44
56,52,51
67,57,58
54,44,45
50,44,44
68,64,63
63,57,57
59,55,54
61,65,64
72,83,79
58,67,64
68,74,72
64,73,70
49,64,59
70,66,67
68,67,73
62,59,70
73,59,74
85,68,76
69,62,56
53,54,40
66,62,51
74,60,60
60,50,58
40,47,53
35,49,50
40,41,43
49,38,44
42,37,44
34,45,49
63,55,44
51,48,43
32,33,35
29,30,34
37,35,38
42,36,40
45,38,45
43,42,50
35,45,47
35,50,45
28,41,32
37,42,35
64,60,59
50,46,47
43,41,42
40,42,39
24,31,37
44,42,47
53,43,42
46,35,31
30,27,22
28,30,29
43,47,46
35,36,30
34,34,24
27,25,28
35,31,48
34,29,49
35,30,36
29,31,26
26,38,36
27,45,55
35,29,7
53,36,29
47,25,37
38,31,47
31,37,49
20,20,28
31,15,25
50,34,44
41,42,47
23,42,40
19,35,24
39,38,20
56,44,22
45,37,16
28,28,16
27,34,27
34,36,33
44,35,38
40,29,35
23,22,27
29,33,36
41,34,42
39,19,31
41,27,40
26,29,38
19,23,32
36,28,41
42,28,41
29,28,34
16,28,28
18,28,29
42,40,45
41,35,39
46,49,58
38,54,67
27,49,60
28,47,53
43,50,58
52,49,66
55,49,75
49,51,74
50,59,74
54,68,77
41,53,69
38,41,72
63,61,100
46,44,81
25,24,55
50,37,55
49,37,51
56,45,53
62,51,59
49,37,47
35,24,38
49,39,48
55,50,47
50,48,33
54,52,29
63,59,34
62,55,37
63,48,41
60,41,37
48,24,20
44,19,12
28,38,48
24,28,40
36,30,44
47,30,46
42,24,38
40,28,38
40,38,43
31,37,35
22,33,27
22,29,21
33,32,27
45,36,31
56,40,40
42,26,27
41,26,29
47,35,39
55,36,40
50,31,35
46,29,35
40,29,33
20,14,18
29,24,28
54,49,55
39,32,39
36,26,34
47,35,45
43,32,40
42,32,40
49,47,52
42,43,47
33,39,39
40,46,46
23,41,41
51,45,49
63,42,47
42,34,31
14,28,13
26,43,25
21,21,11
43,36,30
41,40,36
27,33,29
28,30,29
32,30,31
19,24,20
17,29,19
29,37,26
22,22,12
28,42,25
43,36,44
53,33,58
41,38,49
21,39,23
13,31,5
22,17,11
28,11,27
35,27,40
30,36,26
47,52,29
43,37,25
45,33,45
38,31,49
29,27,30
34,32,17
49,43,45
44,36,33
38,30,19
28,24,12
24,29,23
32,46,49
35,56,61
37,57,58
40,52,48
39,46,38
41,46,40
23,29,29
22,25,30
33,31,34
46,35,31
49,31,21
42,39,34
37,41,27
21,29,14
43,48,42
35,36,40
40,44,45
49,50,45
37,29,27
43,33,41
36,41,44
20,43,33
20,33,24
34,21,30
39,11,33
24,20,34
15,41,38
18,47,43
29,37,39
46,30,40
46,29,37
54,48,50
41,45,44
22,21,19
50,34,35
52,30,33
50,34,34
51,48,43
43,44,38
43,35,32
50,34,34
54,34,35
57,39,39
66,51,44
48,39,34
39,39,37
40,43,48
36,39,48
38,34,49
45,39,53
48,42,52
44,43,48
53,53,51
60,56,53
55,47,45
58,47,51
59,52,60
43,43,53
31,38,48
34,52,36
45,56,42
45,47,36
57,57,47
